Unnamed: 0,campaign_id,segments_date,metrics_clicks,metrics_conversions,metrics_cost_micros,metrics_impressions,metrics_video_views,metrics_conversions_value,campaign_advertising_channel_type,campaign_budget_amount,campaign_name
5196,21551974931,2026-03-28,344,10.0,73834037,24167,0,485.77,PERFORMANCE_MAX,50.0,Pmax_NTM_Campaign_14
13463,21802413978,2026-03-28,243,5.0,69896868,18337,2,370.65,PERFORMANCE_MAX,10.0,Pmax_NTM_Campaign_01
7936,21577977814,2026-03-28,92,2.0,25995180,470,0,150.0,SEARCH,60.0,Search_TM_Campaign_03
16884,22645714681,2026-03-28,295,3.020238,47305557,75291,0,133.04620534,PERFORMANCE_MAX,100.0,Pmax_NTM_Campaign_37
19073,23655929490,2026-03-28,160,0.0,25490000,16638,0,0.0,SEARCH,25.0,Search_NTM_Campaign_08
8565,21587818996,2026-03-28,550,5.5,25717307,40590,0,1073.2,SEARCH,15.0,Search_NTM_Campaign_03
19056,23655927759,2026-03-28,54,0.0,33390000,4680,0,0.0,SEARCH,25.0,Search_NTM_Campaign_07
12392,21794370952,2026-03-28,203,6.0,74157877,18741,8,302.99,PERFORMANCE_MAX,49.0,Pmax_NTM_Campaign_09
18145,22946407106,2026-03-29,226,14.959476,26150000,41212,0,1160.2782120000002,SHOPPING,140.0,Shopping_NTM_Campaign_01
13464,21802413978,2026-03-29,263,3.0,67044701,21681,14,117.79,PERFORMANCE_MAX,10.0,Pmax_NTM_Campaign_01
19091,23665957891,2026-03-29,108,0.0,24787690,2537,0,0.0,SEARCH,10.0,Search_NTM_Campaign_09
5827,21555598453,2026-03-29,129,9.976299,11770002,7397,0,709.1991763,PERFORMANCE_MAX,30.0,Pmax_NTM_Campaign_15
19074,23655929490,2026-03-29,154,0.0,24120000,17937,0,0.0,SEARCH,25.0,Search_NTM_Campaign_08
18963,23259820296,2026-03-29,70,0.0,23373467,5660,9,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_33
16035,22496284541,2026-03-29,74,0.0,29451063,13658,4,0.0,PERFORMANCE_MAX,40.0,Pmax_NTM_Campaign_34
7287,21567626631,2026-03-29,66,4.0,24996982,162,0,433.06,SEARCH,50.0,Search_TM_Campaign_02
17926,22866636855,2026-03-29,185,4.0,27439371,2210,0,460.98,SEARCH,100.0,Search_TM_Campaign_04
9527,21663737223,2026-03-29,155,0.0,44692514,16726,0,0.0,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_19
19057,23655927759,2026-03-29,41,0.0,28278275,3933,0,0.0,SEARCH,25.0,Search_NTM_Campaign_07
4188,21263646438,2026-03-29,101,0.10061,25841640,15815,0,14.8590909,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_12
15380,22211017654,2026-03-29,88,4.0,22232900,11840,2,402.99,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_27
5197,21551974931,2026-03-29,361,2.0,79186765,27861,2,207.7,PERFORMANCE_MAX,50.0,Pmax_NTM_Campaign_14
16885,22645714681,2026-03-29,267,13.95731,52163983,71294,0,1482.17692686,PERFORMANCE_MAX,100.0,Pmax_NTM_Campaign_37
12393,21794370952,2026-03-29,237,0.0,76749546,22144,1,0.0,PERFORMANCE_MAX,49.0,Pmax_NTM_Campaign_09
807,9988712287,2026-03-29,153,7.946699000000001,26019936,485,0,557.94793,SEARCH,90.0,Search_TM_Campaign_01
8566,21587818996,2026-03-29,639,2.064125,22951430,45315,0,357.244375,SEARCH,15.0,Search_NTM_Campaign_03
1768,18253990962,2026-03-29,165,0.0,23704178,67640,0,0.0,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_10
7937,21577977814,2026-03-29,112,3.017649,23816759,625,0,295.88245,SEARCH,60.0,Search_TM_Campaign_03
18672,23121755418,2026-03-29,274,6.464702,92390485,15080,0,705.7003,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_31
19092,23665957891,2026-03-30,84,0.0,19627836,1945,0,0.0,SEARCH,10.0,Search_NTM_Campaign_09
5198,21551974931,2026-03-30,275,7.95086,68529155,24791,0,866.239634,PERFORMANCE_MAX,50.0,Pmax_NTM_Campaign_14
19075,23655929490,2026-03-30,145,0.0,20900229,15295,0,0.0,SEARCH,25.0,Search_NTM_Campaign_08
7288,21567626631,2026-03-30,105,9.524555,28265868,243,0,633.292985,SEARCH,50.0,Search_TM_Campaign_02
16036,22496284541,2026-03-30,94,0.0,25211346,10243,9,0.0,PERFORMANCE_MAX,40.0,Pmax_NTM_Campaign_34
15381,22211017654,2026-03-30,60,3.0,18145269,8683,1,299.88,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_27
12394,21794370952,2026-03-30,166,5.553694,71812045,17583,11,311.96816114,PERFORMANCE_MAX,49.0,Pmax_NTM_Campaign_09
8567,21587818996,2026-03-30,823,2.75,17131227,15143,0,318.56,SEARCH,15.0,Search_NTM_Campaign_03
13465,21802413978,2026-03-30,260,1.0,72541790,20405,10,15.0,PERFORMANCE_MAX,10.0,Pmax_NTM_Campaign_01
19058,23655927759,2026-03-30,29,0.0,16241667,3626,0,0.0,SEARCH,25.0,Search_NTM_Campaign_07
18146,22946407106,2026-03-30,210,13.958227,26040000,30633,0,997.38681,SHOPPING,140.0,Shopping_NTM_Campaign_01
808,9988712287,2026-03-30,93,4.0,26330979,271,0,265.88,SEARCH,90.0,Search_TM_Campaign_01
7938,21577977814,2026-03-30,92,2.537767,25569066,448,0,303.99499148,SEARCH,60.0,Search_TM_Campaign_03
1769,18253990962,2026-03-30,177,1.0,20267000,70889,5,206.99,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_10
9528,21663737223,2026-03-30,151,0.0,47087500,16171,0,0.0,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_19
18964,23259820296,2026-03-30,38,0.551728,18980550,5213,0,18.97808,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_33
5828,21555598453,2026-03-30,123,4.022404,7520000,7055,0,208.82589324,PERFORMANCE_MAX,30.0,Pmax_NTM_Campaign_15
17927,22866636855,2026-03-30,97,3.5,21360771,604,0,1132.665,SEARCH,100.0,Search_TM_Campaign_04
4189,21263646438,2026-03-30,99,4.0,28532036,16016,0,357.88,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_12
18673,23121755418,2026-03-30,235,9.516504,69170551,11601,0,945.552152,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_31
16886,22645714681,2026-03-30,194,3.666666,31730399,72373,0,159.3233,PERFORMANCE_MAX,100.0,Pmax_NTM_Campaign_37
8568,21587818996,2026-03-31,414,3.482351,13603351,8874,0,171.47255,SEARCH,15.0,Search_NTM_Campaign_03
12395,21794370952,2026-03-31,170,13.275864,66874509,15460,48,785.03904,PERFORMANCE_MAX,49.0,Pmax_NTM_Campaign_09
5829,21555598453,2026-03-31,103,9.932788,9095810,5004,0,836.11284,PERFORMANCE_MAX,30.0,Pmax_NTM_Campaign_15
9529,21663737223,2026-03-31,179,0.0,49929211,14120,5,0.0,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_19
809,9988712287,2026-03-31,70,5.067726,22286609,212,0,176.45041,SEARCH,90.0,Search_TM_Campaign_01
19059,23655927759,2026-03-31,38,0.0,28350000,4385,0,0.0,SEARCH,25.0,Search_NTM_Campaign_07
5199,21551974931,2026-03-31,290,5.0,71269071,21299,0,471.6,PERFORMANCE_MAX,50.0,Pmax_NTM_Campaign_14
13466,21802413978,2026-03-31,259,15.87175,73124598,19577,3,875.7417825,PERFORMANCE_MAX,10.0,Pmax_NTM_Campaign_01
18965,23259820296,2026-03-31,59,1.87175,28671166,4353,3,72.05301625,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_33
7289,21567626631,2026-03-31,45,4.760396,21492708,104,0,504.884648,SEARCH,50.0,Search_TM_Campaign_02
18147,22946407106,2026-03-31,234,19.006439,22320000,22633,0,1228.75098552,SHOPPING,140.0,Shopping_NTM_Campaign_01
18674,23121755418,2026-03-31,222,1.0,67834247,10035,0,100.056316,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_31
16887,22645714681,2026-03-31,354,7.666666,60040560,63835,0,676.64997468,PERFORMANCE_MAX,100.0,Pmax_NTM_Campaign_37
4190,21263646438,2026-03-31,136,1.0,27286298,14526,0,84.69,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_12
17928,22866636855,2026-03-31,87,3.0,20826350,402,0,158.74,SEARCH,100.0,Search_TM_Campaign_04
15382,22211017654,2026-03-31,66,2.0,21952941,6426,6,81.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_27
19093,23665957891,2026-03-31,92,0.0,17817898,2476,0,0.0,SEARCH,10.0,Search_NTM_Campaign_09
1770,18253990962,2026-03-31,209,5.5,30482854,56289,4,499.145,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_10
19076,23655929490,2026-03-31,107,0.0,15530000,13063,0,0.0,SEARCH,25.0,Search_NTM_Campaign_08
7939,21577977814,2026-03-31,47,1.0,21855488,188,0,25.0,SEARCH,60.0,Search_TM_Campaign_03
16037,22496284541,2026-03-31,80,1.0,27565128,10022,14,205.0,PERFORMANCE_MAX,40.0,Pmax_NTM_Campaign_34
8569,21587818996,2026-04-01,609,3.0,39788059,31439,0,121.05,SEARCH,15.0,Search_NTM_Campaign_03
15383,22211017654,2026-04-01,115,0.0,33963655,6095,3,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_27
19060,23655927759,2026-04-01,9,0.0,3630000,600,0,0.0,SEARCH,25.0,Search_NTM_Campaign_07
18148,22946407106,2026-04-01,408,20.98971,80210000,29395,0,1485.1473267600002,SHOPPING,140.0,Shopping_NTM_Campaign_01
7940,21577977814,2026-04-01,160,0.503253,50374131,702,0,24.08065605,SEARCH,60.0,Search_TM_Campaign_03
19094,23665957891,2026-04-01,142,0.0,50298069,8626,0,0.0,SEARCH,10.0,Search_NTM_Campaign_09
1771,18253990962,2026-04-01,279,4.024062,52407717,63354,8,782.5873407500001,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_10
19077,23655929490,2026-04-01,13,0.0,1950000,1083,0,0.0,SEARCH,25.0,Search_NTM_Campaign_08
5200,21551974931,2026-04-01,201,0.0,44836607,15989,0,0.0,PERFORMANCE_MAX,50.0,Pmax_NTM_Campaign_14
4191,21263646438,2026-04-01,134,0.0,30760473,15460,0,0.0,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_12
5830,21555598453,2026-04-01,96,4.002227,15930000,6384,0,267.96968036,PERFORMANCE_MAX,30.0,Pmax_NTM_Campaign_15
13467,21802413978,2026-04-01,192,5.0,40675975,15068,0,356.97,PERFORMANCE_MAX,10.0,Pmax_NTM_Campaign_01
12396,21794370952,2026-04-01,136,3.0,39333699,12178,54,213.99,PERFORMANCE_MAX,49.0,Pmax_NTM_Campaign_09
810,9988712287,2026-04-01,108,3.0,50057738,416,0,450.0,SEARCH,90.0,Search_TM_Campaign_01
16038,22496284541,2026-04-01,91,4.100189,30445277,8151,2,355.88677424,PERFORMANCE_MAX,40.0,Pmax_NTM_Campaign_34
17929,22866636855,2026-04-01,215,6.5,58996364,1582,0,506.065,SEARCH,100.0,Search_TM_Campaign_04
7290,21567626631,2026-04-01,103,6.666666,50121742,241,0,472.11329288,SEARCH,50.0,Search_TM_Campaign_02
18966,23259820296,2026-04-01,60,2.275878,29249804,5201,0,173.46946,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_33
16888,22645714681,2026-04-01,397,7.644264,60992845,65901,0,429.52931696,PERFORMANCE_MAX,100.0,Pmax_NTM_Campaign_37
18675,23121755418,2026-04-01,190,1.139051,64443041,10662,5,78.05731888,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_31
9530,21663737223,2026-04-01,156,1.0,45074556,12214,3,82.11,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_19
5201,21551974931,2026-04-02,212,2.0,45514719,18942,0,60.0,PERFORMANCE_MAX,50.0,Pmax_NTM_Campaign_14
7291,21567626631,2026-04-02,96,1.0,51706433,195,0,58.84,SEARCH,50.0,Search_TM_Campaign_02
16889,22645714681,2026-04-02,352,8.977596,81480573,62033,0,688.63166004,PERFORMANCE_MAX,100.0,Pmax_NTM_Campaign_37
811,9988712287,2026-04-02,107,2.086,50473462,526,0,213.34442,SEARCH,90.0,Search_TM_Campaign_01
1772,18253990962,2026-04-02,349,0.0,66992695,70295,4,0.0,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_10
17930,22866636855,2026-04-02,305,5.333333,100078417,2249,0,719.739978,SEARCH,100.0,Search_TM_Campaign_04
19095,23665957891,2026-04-02,162,4.0,50070916,9581,0,456.96,SEARCH,10.0,Search_NTM_Campaign_09
4192,21263646438,2026-04-02,154,1.25,48701731,14395,0,172.69,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_12
18149,22946407106,2026-04-02,417,28.967144,80120000,37300,0,2131.13345648,SHOPPING,140.0,Shopping_NTM_Campaign_01
5831,21555598453,2026-04-02,120,4.393612,21732454,7491,1,297.36184527999995,PERFORMANCE_MAX,30.0,Pmax_NTM_Campaign_15
18967,23259820296,2026-04-02,76,2.0,34185035,5575,0,149.15,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_33
18676,23121755418,2026-04-02,222,8.341109,72085080,11735,3,671.38537,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_31
16039,22496284541,2026-04-02,93,2.0,37038780,9593,2,390.4,PERFORMANCE_MAX,40.0,Pmax_NTM_Campaign_34
13468,21802413978,2026-04-02,178,0.0,50706356,16726,0,0.0,PERFORMANCE_MAX,10.0,Pmax_NTM_Campaign_01
12397,21794370952,2026-04-02,178,0.0,48811785,17384,74,0.0,PERFORMANCE_MAX,49.0,Pmax_NTM_Campaign_09
9531,21663737223,2026-04-02,155,2.0,50635752,14985,4,132.99,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_19
15384,22211017654,2026-04-02,92,0.0,32591091,5904,1,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_27
7941,21577977814,2026-04-02,162,2.932274,49762450,1016,0,1556.12959,SEARCH,60.0,Search_TM_Campaign_03
8570,21587818996,2026-04-02,658,5.176343,61103881,41855,0,1298.95368595,SEARCH,15.0,Search_NTM_Campaign_03
8571,21587818996,2026-04-03,724,4.0,54655919,54661,0,227.74,SEARCH,15.0,Search_NTM_Campaign_03
4193,21263646438,2026-04-03,133,0.0,39332372,11851,0,0.0,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_12
12398,21794370952,2026-04-03,194,6.0,52490106,17819,30,392.57,PERFORMANCE_MAX,49.0,Pmax_NTM_Campaign_09
13469,21802413978,2026-04-03,251,1.0,52752073,16887,0,30.0,PERFORMANCE_MAX,10.0,Pmax_NTM_Campaign_01
7292,21567626631,2026-04-03,98,4.022959,50021831,272,0,212.3318,SEARCH,50.0,Search_TM_Campaign_02
17931,22866636855,2026-04-03,285,4.0,84214071,2154,0,261.23,SEARCH,100.0,Search_TM_Campaign_04
7942,21577977814,2026-04-03,150,4.0,26770172,1020,0,199.6,SEARCH,60.0,Search_TM_Campaign_03
1773,18253990962,2026-04-03,510,7.0,89433435,92302,20,618.52,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_10
5202,21551974931,2026-04-03,261,4.015234,48775609,24172,0,778.938899,PERFORMANCE_MAX,50.0,Pmax_NTM_Campaign_14
15385,22211017654,2026-04-03,81,2.0,36850932,4979,0,94.99,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_27
19096,23665957891,2026-04-03,176,0.0,55192893,12117,0,0.0,SEARCH,10.0,Search_NTM_Campaign_09
9532,21663737223,2026-04-03,178,0.0,50672050,16475,6,0.0,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_19
18150,22946407106,2026-04-03,392,16.33686,80760000,33931,0,2953.8954,SHOPPING,140.0,Shopping_NTM_Campaign_01
16040,22496284541,2026-04-03,97,2.018269,29921986,9106,1,466.70497,PERFORMANCE_MAX,40.0,Pmax_NTM_Campaign_34
18677,23121755418,2026-04-03,308,7.935874999999999,87109952,12419,36,647.755625,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_31
16890,22645714681,2026-04-03,417,4.955192,73151496,69205,0,227.55571316,PERFORMANCE_MAX,100.0,Pmax_NTM_Campaign_37
812,9988712287,2026-04-03,110,3.0,49787161,433,0,195.99,SEARCH,90.0,Search_TM_Campaign_01
18968,23259820296,2026-04-03,77,0.0,30417496,5098,1,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_33
5832,21555598453,2026-04-03,95,0.977596,16860001,6142,0,29.32788,PERFORMANCE_MAX,30.0,Pmax_NTM_Campaign_15
7943,21577977814,2026-04-04,173,4.0,55419505,965,0,362.99,SEARCH,60.0,Search_TM_Campaign_03
13470,21802413978,2026-04-04,232,0.333333,56848998,12398,0,34.666632,PERFORMANCE_MAX,10.0,Pmax_NTM_Campaign_01
5203,21551974931,2026-04-04,294,0.0,56394358,27250,1,0.0,PERFORMANCE_MAX,50.0,Pmax_NTM_Campaign_14
16041,22496284541,2026-04-04,153,0.0,46893246,11248,4,0.0,PERFORMANCE_MAX,40.0,Pmax_NTM_Campaign_34
18678,23121755418,2026-04-04,320,10.003029,99449726,15861,18,524.560468,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_31
7293,21567626631,2026-04-04,103,2.914,38983498,456,0,246.09558,SEARCH,50.0,Search_TM_Campaign_02
17932,22866636855,2026-04-04,209,3.457,73238252,2180,0,129.865,SEARCH,100.0,Search_TM_Campaign_04
18151,22946407106,2026-04-04,365,5.009968,87690000,45959,0,499.17824,SHOPPING,140.0,Shopping_NTM_Campaign_01
18969,23259820296,2026-04-04,71,0.333333,30923956,5975,8,34.666632,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_33
813,9988712287,2026-04-04,106,5.957,50660345,573,0,235.53,SEARCH,90.0,Search_TM_Campaign_01
9533,21663737223,2026-04-04,195,0.0,57860290,14550,8,0.0,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_19
4194,21263646438,2026-04-04,213,2.0,76004876,16622,0,324.38,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_12
12399,21794370952,2026-04-04,143,6.311575,56148902,11419,24,491.798135,PERFORMANCE_MAX,49.0,Pmax_NTM_Campaign_09
16891,22645714681,2026-04-04,518,1.0,100119559,74897,0,44.0,PERFORMANCE_MAX,100.0,Pmax_NTM_Campaign_37
8572,21587818996,2026-04-04,684,0.666666,57543636,58366,0,74.1665925,SEARCH,15.0,Search_NTM_Campaign_03
15386,22211017654,2026-04-04,91,0.0,25521020,7685,0,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_27
19097,23665957891,2026-04-04,159,0.0,45651177,11667,0,0.0,SEARCH,10.0,Search_NTM_Campaign_09
1774,18253990962,2026-04-04,454,4.003029,87233643,73668,4,219.330467,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_10
5833,21555598453,2026-04-04,120,3.05226,29021494,11050,0,273.52369026,PERFORMANCE_MAX,30.0,Pmax_NTM_Campaign_15
5204,21551974931,2026-04-05,285,5.0,54039162,23122,0,194.82,PERFORMANCE_MAX,50.0,Pmax_NTM_Campaign_14
18679,23121755418,2026-04-05,285,3.0,85625280,11062,16,396.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_31
8573,21587818996,2026-04-05,620,4.0,56718494,54106,0,600.73,SEARCH,15.0,Search_NTM_Campaign_03
814,9988712287,2026-04-05,108,1.0,49871903,425,0,15.0,SEARCH,90.0,Search_TM_Campaign_01
9534,21663737223,2026-04-05,167,2.0,56153936,14385,7,77.98,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_19
19098,23665957891,2026-04-05,159,0.0,47399747,11771,0,0.0,SEARCH,10.0,Search_NTM_Campaign_09
13471,21802413978,2026-04-05,205,3.0,51897001,12743,1,219.0,PERFORMANCE_MAX,10.0,Pmax_NTM_Campaign_01
16892,22645714681,2026-04-05,384,6.0,72243705,66051,0,283.05,PERFORMANCE_MAX,100.0,Pmax_NTM_Campaign_37
12400,21794370952,2026-04-05,187,2.018492,54426163,17091,44,133.36883354,PERFORMANCE_MAX,49.0,Pmax_NTM_Campaign_09
5834,21555598453,2026-04-05,103,3.0,24768127,8798,0,730.0,PERFORMANCE_MAX,30.0,Pmax_NTM_Campaign_15
17933,22866636855,2026-04-05,296,11.010401,117954728,3526,0,932.380852,SEARCH,100.0,Search_TM_Campaign_04
7944,21577977814,2026-04-05,192,2.0,43567234,1212,0,212.05,SEARCH,60.0,Search_TM_Campaign_03
15387,22211017654,2026-04-05,126,0.0,48114476,9624,7,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_27
18152,22946407106,2026-04-05,332,10.002695,71430000,39568,0,527.04672,SHOPPING,140.0,Shopping_NTM_Campaign_01
4195,21263646438,2026-04-05,134,0.062282,38788384,12842,27,18.60301058,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_12
16042,22496284541,2026-04-05,139,0.0,43067655,9233,4,0.0,PERFORMANCE_MAX,40.0,Pmax_NTM_Campaign_34
18970,23259820296,2026-04-05,62,0.0,46364870,4470,3,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_33
7294,21567626631,2026-04-05,174,5.0,76727694,530,0,575.44,SEARCH,50.0,Search_TM_Campaign_02
1775,18253990962,2026-04-05,390,0.249132,55589980,72302,12,62.283,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_10
815,9988712287,2026-04-06,113,2.977041,63939552,388,0,371.3982,SEARCH,90.0,Search_TM_Campaign_01
15388,22211017654,2026-04-06,108,0.0,27690587,7030,1,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_27
8574,21587818996,2026-04-06,1418,8.043346,92675541,67816,0,620.0373175,SEARCH,15.0,Search_NTM_Campaign_03
1776,18253990962,2026-04-06,459,2.008546,94895136,73268,2,281.53828,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_10
5205,21551974931,2026-04-06,278,3.0,46328761,24152,0,335.0,PERFORMANCE_MAX,50.0,Pmax_NTM_Campaign_14
7945,21577977814,2026-04-06,293,7.0,73141595,1333,0,2854.68,SEARCH,60.0,Search_TM_Campaign_03
7295,21567626631,2026-04-06,202,5.0,131897415,753,0,199.86,SEARCH,50.0,Search_TM_Campaign_02
4196,21263646438,2026-04-06,134,4.450327,65570792,9785,14,443.46094663,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_12
9535,21663737223,2026-04-06,167,0.0,43781038,12652,16,0.0,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_19
18153,22946407106,2026-04-06,723,17.036832,241410000,75247,0,1261.0936819899998,SHOPPING,140.0,Shopping_NTM_Campaign_01
17934,22866636855,2026-04-06,226,1.0,100205966,2201,0,30.0,SEARCH,100.0,Search_TM_Campaign_04
16893,22645714681,2026-04-06,293,1.0,56661403,55930,1,85.0,PERFORMANCE_MAX,100.0,Pmax_NTM_Campaign_37
19099,23665957891,2026-04-06,90,2.0,57117057,8172,0,172.3,SEARCH,10.0,Search_NTM_Campaign_09
12401,21794370952,2026-04-06,128,0.0,38125658,14153,37,0.0,PERFORMANCE_MAX,49.0,Pmax_NTM_Campaign_09
18680,23121755418,2026-04-06,412,1.0,98465765,12722,66,110.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_31
13472,21802413978,2026-04-06,204,1.0,50176306,13333,0,27.0,PERFORMANCE_MAX,10.0,Pmax_NTM_Campaign_01
5835,21555598453,2026-04-06,16,0.0,1754501,1159,0,0.0,PERFORMANCE_MAX,30.0,Pmax_NTM_Campaign_15
18971,23259820296,2026-04-06,68,0.0,26908978,5664,5,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_33
16043,22496284541,2026-04-06,65,1.0,29786075,6713,2,250.0,PERFORMANCE_MAX,40.0,Pmax_NTM_Campaign_34
19100,23665957891,2026-04-07,50,1.0,53000387,3460,0,100.0,SEARCH,10.0,Search_NTM_Campaign_09
18972,23259820296,2026-04-07,88,0.0,60472790,6948,10,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_33
18154,22946407106,2026-04-07,702,4.0141860000000005,256120000,67584,0,335.864064,SHOPPING,140.0,Shopping_NTM_Campaign_01
9536,21663737223,2026-04-07,142,0.0,42871152,12808,11,0.0,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_19
5836,21555598453,2026-04-07,129,2.0,46643505,10582,0,75.0,PERFORMANCE_MAX,30.0,Pmax_NTM_Campaign_15
16044,22496284541,2026-04-07,190,1.0,86887417,10781,5,339.0,PERFORMANCE_MAX,40.0,Pmax_NTM_Campaign_34
1777,18253990962,2026-04-07,380,1.5,95713162,69586,0,280.48,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_10
5206,21551974931,2026-04-07,411,3.0,87255366,30682,1,130.38,PERFORMANCE_MAX,50.0,Pmax_NTM_Campaign_14
8575,21587818996,2026-04-07,972,5.333334,100978602,72753,0,463.83339,SEARCH,15.0,Search_NTM_Campaign_03
17935,22866636855,2026-04-07,189,2.0,100055659,2761,0,202.99,SEARCH,100.0,Search_TM_Campaign_04
7296,21567626631,2026-04-07,175,6.989599,131568540,648,0,1232.299148,SEARCH,50.0,Search_TM_Campaign_02
7946,21577977814,2026-04-07,238,1.984933,68274488,1067,0,244.19196,SEARCH,60.0,Search_TM_Campaign_03
816,9988712287,2026-04-07,147,2.0,94229580,570,0,120.0,SEARCH,90.0,Search_TM_Campaign_01
18681,23121755418,2026-04-07,283,6.036736,100289494,11472,48,418.45764447,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_31
16894,22645714681,2026-04-07,454,8.020520000000001,118625110,61254,7,436.843139,PERFORMANCE_MAX,100.0,Pmax_NTM_Campaign_37
4197,21263646438,2026-04-07,129,2.0,58249932,10233,19,386.48,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_12
12402,21794370952,2026-04-07,360,2.982251,137710971,28198,79,134.08152886,PERFORMANCE_MAX,49.0,Pmax_NTM_Campaign_09
15389,22211017654,2026-04-07,170,0.0,102717624,10205,5,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_27
13473,21802413978,2026-04-07,131,1.0,45260238,7402,0,33.0,PERFORMANCE_MAX,10.0,Pmax_NTM_Campaign_01
16045,22496284541,2026-04-08,84,0.2,31401887,9745,3,24.014,PERFORMANCE_MAX,40.0,Pmax_NTM_Campaign_34
12403,21794370952,2026-04-08,308,0.0,114037136,26190,141,0.0,PERFORMANCE_MAX,49.0,Pmax_NTM_Campaign_09
9537,21663737223,2026-04-08,203,1.0,84117303,15532,21,43.99,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_19
8576,21587818996,2026-04-08,922,3.0,113636633,68793,0,160.43,SEARCH,15.0,Search_NTM_Campaign_03
18973,23259820296,2026-04-08,134,0.0,63774392,7562,19,0.0,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_33
15390,22211017654,2026-04-08,256,1.0,110281263,14133,7,29.67,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_27
5837,21555598453,2026-04-08,57,0.0,30173448,3965,0,0.0,PERFORMANCE_MAX,30.0,Pmax_NTM_Campaign_15
18682,23121755418,2026-04-08,229,10.969322,88722045,13187,32,1105.10329153,PERFORMANCE_MAX,15.0,Pmax_NTM_Campaign_31
17936,22866636855,2026-04-08,200,6.0,108340546,2479,0,1040.0,SEARCH,100.0,Search_TM_Campaign_04
4198,21263646438,2026-04-08,166,2.0,62610406,12355,18,320.38,PERFORMANCE_MAX,25.0,Pmax_NTM_Campaign_12
